encounter_name,species_name,lvl,moves,held_item,iv,version_group_id,load_build,slot
TRAINER_YOUNGSTER_1,RATTATA,11,,,0,2,4,1
TRAINER_YOUNGSTER_1,EKANS,11,,,0,2,4,2
TRAINER_YOUNGSTER_2,SPEAROW,14,,,0,2,4,1
TRAINER_YOUNGSTER_3,RATTATA,10,,,0,2,4,1
TRAINER_YOUNGSTER_3,RATTATA,10,,,0,2,4,2
TRAINER_YOUNGSTER_3,ZUBAT,10,,,0,2,4,3
TRAINER_YOUNGSTER_4,RATTATA,14,,,0,2,4,1
TRAINER_YOUNGSTER_4,EKANS,14,,,0,2,4,2
TRAINER_YOUNGSTER_4,ZUBAT,14,,,0,2,4,3
TRAINER_YOUNGSTER_5,RATTATA,15,,,0,2,4,1
TRAINER_YOUNGSTER_5,SPEAROW,15,,,0,2,4,2
TRAINER_YOUNGSTER_6,SLOWPOKE,17,,,0,2,4,1
TRAINER_YOUNGSTER_7,EKANS,14,,,0,2,4,1
TRAINER_YOUNGSTER_7,SANDSHREW,14,,,0,2,4,2
TRAINER_YOUNGSTER_8,NIDORAN_M,21,,,0,2,4,1
TRAINER_YOUNGSTER_9,EKANS,21,,,0,2,4,1
TRAINER_YOUNGSTER_10,SANDSHREW,19,,,0,2,4,1
TRAINER_YOUNGSTER_10,ZUBAT,19,,,0,2,4,2
TRAINER_YOUNGSTER_11,RATTATA,17,,,0,2,4,1
TRAINER_YOUNGSTER_11,RATTATA,17,,,0,2,4,2
TRAINER_YOUNGSTER_11,RATICATE,17,,,0,2,4,3
TRAINER_YOUNGSTER_12,NIDORAN_M,18,,,0,2,4,1
TRAINER_YOUNGSTER_12,NIDORINO,18,,,0,2,4,2
TRAINER_YOUNGSTER_13,SPEAROW,17,,,0,2,4,1
TRAINER_YOUNGSTER_13,RATTATA,17,,,0,2,4,2
TRAINER_YOUNGSTER_13,RATTATA,17,,,0,2,4,3
TRAINER_YOUNGSTER_13,SPEAROW,17,,,0,2,4,4
TRAINER_YOUNGSTER_14,SANDSHREW,24,,,0,2,4,1
TRAINER_BUG_CATCHER_1,CATERPIE,7,,,0,2,4,1
TRAINER_BUG_CATCHER_1,CATERPIE,7,,,0,2,4,2
TRAINER_BUG_CATCHER_2,METAPOD,6,,,0,2,4,1
